"","Triad","Narration","Listener","OldOrNew","Transcript","Audience","Hedges","Rising Intonation","ID"
"4230",4,3,1,"Old","put the tightrope between two cliffs",NA,NA,NA,"4-3-1-Old"
"4231",4,3,1,"Old","and walk out with an anvil",NA,NA,NA,"4-3-1-Old"
"4232",4,3,1,"Old","and drop it on the uh roadrunner",NA,NA,NA,"4-3-1-Old"
"4233",4,3,1,"Old","he’s got a little blueprint plans and everything","mm-hmm",NA,NA,"4-3-1-Old"
"4234",4,3,1,"Old","so he does it",NA,NA,NA,"4-3-1-Old"
"4235",4,3,1,"Old","but as soon as he steps on the tightrope",NA,NA,NA,"4-3-1-Old"
"4236",4,3,1,"Old","it stretches right down to the bottom",NA,NA,NA,"4-3-1-Old"
"4237",4,3,1,"Old","because of the weight of the anvil",NA,NA,NA,"4-3-1-Old"
"4238",4,3,1,"Old","so the roadrunner comes up",NA,NA,NA,"4-3-1-Old"
"4239",4,3,1,"Old","does his little BEEP BEEP",NA,NA,NA,"4-3-1-Old"
"4240",4,3,1,"Old","flies away",NA,NA,NA,"4-3-1-Old"
"4241",4,3,1,"Old","he throws down the anvil",NA,NA,NA,"4-3-1-Old"
"4242",4,3,1,"Old","and gets shshot up in the air by the tightrope",NA,NA,NA,"4-3-1-Old"
"4243",4,3,1,"Old","but he looks confident",NA,NA,NA,"4-3-1-Old"
"4244",4,3,1,"Old","because he’s got a parachute",NA,NA,NA,"4-3-1-Old"
"4245",4,3,1,"Old","or he thinks",NA,NA,NA,"4-3-1-Old"
"4246",4,3,1,"Old","because he pulls the cord on it",NA,NA,NA,"4-3-1-Old"
"4247",4,3,1,"Old","and just craps falls out like an axe a bowl",NA,NA,"just","4-3-1-Old"
"4248",4,3,1,"Old","and a spoon and a plate and a banana",NA,NA,NA,"4-3-1-Old"
"4249",4,3,1,"Old","so as he’s falling down",NA,NA,NA,"4-3-1-Old"
"4250",4,3,1,"Old","now he looks panicked",NA,NA,NA,"4-3-1-Old"
"4251",4,3,1,"Old","he takes out his aspirin",NA,NA,NA,"4-3-1-Old"
"4252",4,3,1,"Old","opens it up",NA,NA,NA,"4-3-1-Old"
"4253",4,3,1,"Old","you know flying in the air",NA,NA,"you know","4-3-1-Old"
"4254",4,3,1,"Old","grabs like two or three out of the air",NA,NA,NA,"4-3-1-Old"
"4255",4,3,1,"Old","eats them",NA,NA,NA,"4-3-1-Old"
"4256",4,3,1,"Old","and waves goodbye to the camera",NA,NA,NA,"4-3-1-Old"
"4257",4,3,1,"Old","as he flies down hits the ground",NA,NA,NA,"4-3-1-Old"
"4258",4,3,1,"Old","there’s the little like mushroom cloud of dust",NA,NA,"like","4-3-1-Old"
"4259",4,3,1,"Old","so this time the roadrunner runs into thee",NA,NA,NA,"4-3-1-Old"
"4260",4,3,1,"Old","wild cactus mine coyote chases after him",NA,NA,NA,"4-3-1-Old"
"4261",4,3,1,"Old","runs into the mine but quickly it gets too dark",NA,NA,NA,"4-3-1-Old"
"4262",4,3,1,"Old","so he runs back to the beginning",NA,NA,NA,"4-3-1-Old"
"4263",4,3,1,"Old","grabs a little miner’s cap with the ha light on it",NA,NA,NA,"4-3-1-Old"
"4264",4,3,1,"Old","so he turns on his light’s red",NA,NA,NA,"4-3-1-Old"
"4265",4,3,1,"Old","the roadrunner runs up",NA,NA,NA,"4-3-1-Old"
"4266",4,3,1,"Old","his light’s green",NA,NA,NA,"4-3-1-Old"
"4267",4,3,1,"Old","so they run away",NA,NA,NA,"4-3-1-Old"
"4268",4,3,1,"Old","and they cut to this sort of generic map view",NA,NA,"sort of","4-3-1-Old"
"4269",4,3,1,"Old","where it’s just the tunnels on a map","mm-hmm",NA,NA,"4-3-1-Old"
"4270",4,3,1,"Old","and you just see their lights green and red",NA,NA,NA,"4-3-1-Old"
"4271",4,3,1,"Old","so they’re running around and roadrunner gets in an elevator",NA,NA,NA,"4-3-1-Old"
"4272",4,3,1,"Old","the coyote chases after him",NA,NA,NA,"4-3-1-Old"
"4273",4,3,1,"Old","they’re running in a circle",NA,NA,NA,"4-3-1-Old"
"4274",4,3,1,"Old","they’re going across up a uh ladder across down a ladder",NA,NA,NA,"4-3-1-Old"
"4275",4,3,1,"Old","they do that for a while",NA,NA,NA,"4-3-1-Old"
"4276",4,3,1,"Old","the roadrunner jumps off midway of a ladder goes toward another path",NA,NA,NA,"4-3-1-Old"
"4277",4,3,1,"Old","but the coyote doesn’t see that",NA,NA,NA,"4-3-1-Old"
"4278",4,3,1,"Old","he’s still running around in circle running around in circle",NA,NA,NA,"4-3-1-Old"
"4279",4,3,1,"Old","then notices follows him",NA,NA,NA,"4-3-1-Old"
"4280",4,3,1,"Old","the roadrunner makes a jump",NA,NA,NA,"4-3-1-Old"
"4281",4,3,1,"Old","the coyote just barely makes the jump",NA,NA,NA,"4-3-1-Old"
"4282",4,3,1,"Old","he doesn’t quite make it",NA,NA,NA,"4-3-1-Old"
"4283",4,3,1,"Old","he has to pull himself up to the other cliff",NA,NA,NA,"4-3-1-Old"
"4284",4,3,1,"Old","then they’re go running in this sort of saw blade path",NA,NA,"sort of","4-3-1-Old"
"4285",4,3,1,"Old","the roadrunner is doing it fine",NA,NA,NA,"4-3-1-Old"
"4286",4,3,1,"Old","the coyote is going up down up down up down up down",NA,NA,NA,"4-3-1-Old"
"4287",4,3,1,"Old","but the coyote falls a little behind",NA,NA,NA,"4-3-1-Old"
"4288",4,3,1,"Old","the roadrunner goes up at the end because it splits",NA,NA,NA,"4-3-1-Old"
"4289",4,3,1,"Old","but instead of going on the up path the coyote goes in the straight path",NA,NA,NA,"4-3-1-Old"
"4290",4,3,1,"Old","but he’s so used to running up and down and up and down",NA,NA,NA,"4-3-1-Old"
"4291",4,3,1,"Old","that he’s apparently still bouncing up and down and up and down",NA,NA,NA,"4-3-1-Old"
"4292",4,3,1,"Old","and he’s hitting the ceiling and the floor the ceiling and the floor the ceiling and the floor",NA,NA,NA,"4-3-1-Old"
"4293",4,3,1,"Old","and breaks his head not his head his hat",NA,NA,NA,"4-3-1-Old"
"4294",4,3,1,"Old","so the light doesn’t work and he’s in pitch black",NA,NA,NA,"4-3-1-Old"
"4295",4,3,1,"Old","so he lights a match",NA,NA,NA,"4-3-1-Old"
"4296",4,3,1,"Old","and he’s looking around",NA,NA,NA,"4-3-1-Old"
"4297",4,3,1,"Old","and he’s in a room full of dynamite",NA,NA,NA,"4-3-1-Old"
"4298",4,3,1,"Old","and it cuts to the surface",NA,NA,NA,"4-3-1-Old"
"4299",4,3,1,"Old","you hear the explosion",NA,NA,NA,"4-3-1-Old"
"4300",4,3,1,"Old","all the cactuses fly up in the air",NA,NA,NA,"4-3-1-Old"
"4301",4,3,1,"Old","land down and they all say YIKES",NA,NA,NA,"4-3-1-Old"
"4302",5,1,1,"New",NA,"… sylvester ?",NA,NA,"5-1-1-New"
"4303",5,1,1,"New","huh?","tweety and sylvester cartoon ?",NA,NA,"5-1-1-New"
"4304",5,1,1,"New","no no actually this one is uh the coyote and roadrunner",NA,NA,NA,"5-1-1-New"
"4305",5,1,1,"New","this one is really cool","okay",NA,NA,"5-1-1-New"
"4306",5,1,1,"New","so like you start off at the beginning and you got the typical scene",NA,"like",NA,"5-1-1-New"
"4307",5,1,1,"New","and they’re like spinning their legs and running after each other",NA,"like",NA,"5-1-1-New"
"4308",5,1,1,"New","and then they slow down",NA,NA,NA,"5-1-1-New"
"4309",5,1,1,"New","and you see it shoots the roadrunner",NA,NA,NA,"5-1-1-New"
"4310",5,1,1,"New","and gives roadrunner and then like uh the Latin saying under it",NA,"like",NA,"5-1-1-New"
"4311",5,1,1,"New","I thought I thought it was like accelerati uh incrediblis ?",NA,"I thought, I thought, like","?","5-1-1-New"
"4312",5,1,1,"New","and then it shoots over to coyote",NA,NA,NA,"5-1-1-New"
"4313",5,1,1,"New","and then you see the the clip shot of him in mid-motion too",NA,NA,NA,"5-1-1-New"
"4314",5,1,1,"New","and it has coyote and it say and under it say it has another Latin",NA,NA,NA,"5-1-1-New"
"4315",5,1,1,"New","it’s like coyo coyotecacus","coyotecacus ?","like",NA,"5-1-1-New"
"4316",5,1,1,"New","I mean I I’m not good at these Latin things","me neither","I'm not good",NA,"5-1-1-New"
"4317",5,1,1,"New","and then like vulgaris",NA,"like",NA,"5-1-1-New"
"4318",5,1,1,"New","so then like they start slowing it slowing it up and speeding it up again",NA,"like",NA,"5-1-1-New"
"4319",5,1,1,"New","you see them start running slowly and they start speeding off again",NA,NA,NA,"5-1-1-New"
"4320",5,1,1,"New","and then right as right as they",NA,NA,NA,"5-1-1-New"
"4321",5,1,1,"New","they have a close up of both of them",NA,NA,NA,"5-1-1-New"
"4322",5,1,1,"New","and you see coyote go to grab him with uh",NA,NA,NA,"5-1-1-New"
"4323",5,1,1,"New","he’s got the knife he’s got the fork",NA,NA,NA,"5-1-1-New"
"4324",5,1,1,"New","he’s got the the napkin thing on his chest",NA,NA,NA,"5-1-1-New"
"4325",5,1,1,"New","right as he’s about to stab him you see like",NA,"like",NA,"5-1-1-New"
"4326",5,1,1,"New","roadrunner jump up to the end",NA,NA,NA,"5-1-1-New"
"4327",5,1,1,"New","and give off that MEEP MEEP and then jet off",NA,NA,NA,"5-1-1-New"
"4328",5,1,1,"New","so he swings down",NA,NA,NA,"5-1-1-New"
"4329",5,1,1,"New","and like you see the knife and the and the fork going to the concrete",NA,"like",NA,"5-1-1-New"
"4330",5,1,1,"New","and you see him flip over it",NA,NA,NA,"5-1-1-New"
"4331",5,1,1,"New","and then just kind of sit there with the knife and a fork in the concrete",NA,"just kind of",NA,"5-1-1-New"
"4332",5,1,1,"New","then like you see him run away",NA,"like",NA,"5-1-1-New"
"4333",5,1,1,"New","you got the whole thing",NA,NA,NA,"5-1-1-New"
"4334",5,1,1,"New","then it shoots the next clip",NA,NA,NA,"5-1-1-New"
"4335",5,1,1,"New","and you got like the typical",NA,"like",NA,"5-1-1-New"
"4336",5,1,1,"New","you got the blueprint of what he’s going to do",NA,NA,NA,"5-1-1-New"
"4337",5,1,1,"New","and I’m sure you’ve probably seen this cartoon",NA,NA,NA,"5-1-1-New"
"4338",5,1,1,"New","anyone who’s seen",NA,NA,NA,"5-1-1-New"
"4339",5,1,1,"New","seen roadrunner and coyote’s probably seen this one",NA,NA,NA,"5-1-1-New"
"4340",5,1,1,"New","and then you see like you s you have the blueprint",NA,"like",NA,"5-1-1-New"
"4341",5,1,1,"New","and you see two cliffs and you have the tightrope across it",NA,NA,NA,"5-1-1-New"
"4342",5,1,1,"New","and he’s got mapped out his plans",NA,NA,NA,"5-1-1-New"
"4343",5,1,1,"New","it’s like I’m gonna climb across into the middle",NA,"like",NA,"5-1-1-New"
"4344",5,1,1,"New","and dro drop thee anvil on his head from above",NA,NA,NA,"5-1-1-New"
"4345",5,1,1,"New","and then I’m gonna make a burger out of him",NA,NA,NA,"5-1-1-New"
"4346",5,1,1,"New","it’s gonna be a good time",NA,NA,NA,"5-1-1-New"
"4347",5,1,1,"New","so then they clip they shoot they clip to the real thing",NA,NA,NA,"5-1-1-New"
"4348",5,1,1,"New","and you see him start walking on the tigh tightrope",NA,NA,NA,"5-1-1-New"
"4349",5,1,1,"New","and as he steps foot on the tightrope",NA,NA,NA,"5-1-1-New"
"4350",5,1,1,"New","the tightrope stretches all the way down to the road",NA,NA,NA,"5-1-1-New"
"4351",5,1,1,"New","and then the roadrunner runs up stops","mm-hmm",NA,NA,"5-1-1-New"
"4352",5,1,1,"New","MEEP-MEEP runs back the other way",NA,NA,NA,"5-1-1-New"
"4353",5,1,1,"New","and you see coyote drop the anvil",NA,NA,NA,"5-1-1-New"
"4354",5,1,1,"New","and then like he gets slingshot right up into the sky",NA,"like",NA,"5-1-1-New"
"4355",5,1,1,"New","so like in the sky he starts pointing to his back",NA,"like",NA,"5-1-1-New"
"4356",5,1,1,"New","like he’s got a parachute just in case",NA,"like",NA,"5-1-1-New"
"4357",5,1,1,"New","so he pulls the parachute",NA,NA,NA,"5-1-1-New"
"4358",5,1,1,"New","and all of a sudden you see camping supplies",NA,NA,NA,"5-1-1-New"
"4359",5,1,1,"New","you see axes forks knives plates",NA,NA,NA,"5-1-1-New"
"4360",5,1,1,"New","the whole the whole ordeal just come out of the thing",NA,"just, thing",NA,"5-1-1-New"
"4361",5,1,1,"New","and you see him reach into his pocket and pull out acm acme aspirins",NA,NA,NA,"5-1-1-New"
"4362",5,1,1,"New","they fly in the air",NA,NA,NA,"5-1-1-New"
"4363",5,1,1,"New","he grabs a few and takes them",NA,NA,NA,"5-1-1-New"
"4364",5,1,1,"New","and then you see him like from the above angle like hit the ground",NA,"like, like",NA,"5-1-1-New"
"4365",5,1,1,"New","and POOF you’ve got a ball of smoke the whole deal",NA,NA,NA,"5-1-1-New"
"4366",5,1,1,"New","oh crap I forgot something",NA,"oh crap I forgot something",NA,"5-1-1-New"
"4367",5,1,1,"New","that wasn’t what happened",NA,NA,NA,"5-1-1-New"
"4368",5,1,1,"New","oh yeah before that let’s just cut to before","okay",NA,NA,"5-1-1-New"
"4369",5,1,1,"New","so before that as he his first plan is",NA,NA,NA,"5-1-1-New"
"4370",5,1,1,"New","you got the whole rock ?",NA,NA,"?","5-1-1-New"
"4371",5,1,1,"New","and like around the rock you see",NA,"like",NA,"5-1-1-New"
"4372",5,1,1,"New","you have like a harness of metal",NA,"like",NA,"5-1-1-New"
"4373",5,1,1,"New","and then you have like the the punching glove the boxing glove","the boxing glove","like",NA,"5-1-1-New"
"4374",5,1,1,"New","on a spring right ?","yeah",NA,"?","5-1-1-New"
"4375",5,1,1,"New","so he pushes it all the way back","and he’s gonna …",NA,NA,"5-1-1-New"
"4376",5,1,1,"New","yeah",NA,NA,NA,"5-1-1-New"
"4377",5,1,1,"New","and he clips it on",NA,NA,NA,"5-1-1-New"
"4378",5,1,1,"New","and stands behind the rock",NA,NA,NA,"5-1-1-New"
"4379",5,1,1,"New","the roadrunner comes by",NA,NA,NA,"5-1-1-New"
"4380",5,1,1,"New","he releases it",NA,NA,NA,"5-1-1-New"
"4381",5,1,1,"New","and you see the rock go back the other way",NA,NA,NA,"5-1-1-New"
"4382",5,1,1,"New","and smash him into a wall","uh oh",NA,NA,"5-1-1-New"
"4383",5,1,1,"New","and then the glove you see it fly back and punch him in the face","okay",NA,NA,"5-1-1-New"
"4384",5,1,1,"New","so that was the first one",NA,NA,NA,"5-1-1-New"
"4385",5,1,1,"New","the the anvil thing that was the second one",NA,"thing",NA,"5-1-1-New"
"4386",5,1,1,"New","my bad I’m really sorry for that","that’s okay",NA,NA,"5-1-1-New"
"4387",5,1,1,"New","so uh then on the third one you see them running after each other",NA,NA,NA,"5-1-1-New"
"4388",5,1,1,"New","and you see them running at the old cactus mine",NA,NA,NA,"5-1-1-New"
"4389",5,1,1,"New","so like you see roadrunner running in there",NA,"like",NA,"5-1-1-New"
"4390",5,1,1,"New","and then coyote running all the way in and it’s dark",NA,NA,NA,"5-1-1-New"
"4391",5,1,1,"New","so he runs back out",NA,NA,NA,"5-1-1-New"
"4392",5,1,1,"New","grabs a like helmet",NA,"like",NA,"5-1-1-New"
"4393",5,1,1,"New","and then you see roadrunner run back at him",NA,NA,NA,"5-1-1-New"
"4394",5,1,1,"New","MEEP MEEP start jetting off",NA,NA,NA,"5-1-1-New"
"4395",5,1,1,"New","and you see roadrunner ran after him",NA,NA,NA,"5-1-1-New"
"4396",5,1,1,"New","and then it comes to kind of like an ant farm clip ?",NA,"kind of, like","?","5-1-1-New"
"4397",5,1,1,"New","like you see like the tunnels and what’s going from the outside",NA,"like, like",NA,"5-1-1-New"
"4398",5,1,1,"New","you have like the roadrunner in green you have coyote in red",NA,"like",NA,"5-1-1-New"
"4399",5,1,1,"New","and you see him like go down an elevator",NA,"like",NA,"5-1-1-New"
"4400",5,1,1,"New","and then he starts running around in a circle type of deal",NA,"type of deal",NA,"5-1-1-New"
"4401",5,1,1,"New","and you have coyote chasing him",NA,NA,NA,"5-1-1-New"
"4402",5,1,1,"New","after a while like the roadrunner like steps off to the side",NA,"like",NA,"5-1-1-New"
"4403",5,1,1,"New","and you see coyote still going like really fast in circle","spinning","like",NA,"5-1-1-New"
"4404",5,1,1,"New","yeah yeah",NA,NA,NA,"5-1-1-New"
"4405",5,1,1,"New","until he like beeps at him",NA,NA,NA,"5-1-1-New"
"4406",5,1,1,"New","and then like coyote starts chasing the roadrunner again",NA,"like",NA,"5-1-1-New"
"4407",5,1,1,"New","and they start they’re going through this tunnel",NA,"like",NA,"5-1-1-New"
"4408",5,1,1,"New","and the tunnel is kind of jagged like this ?","yeah",NA,NA,"5-1-1-New"
"4409",5,1,1,"New","yeah the zigzag you got the zigzag",NA,"like","?","5-1-1-New"
"4410",5,1,1,"New","so like you see them both going like this",NA,"like",NA,"5-1-1-New"
"4411",5,1,1,"New","and then you see the roadrunner he comes to a split road",NA,NA,NA,"5-1-1-New"
"4412",5,1,1,"New","one like straight down and one goes back up",NA,"like",NA,"5-1-1-New"
"4413",5,1,1,"New","and you see the roadrunner run up",NA,NA,NA,"5-1-1-New"
"4414",5,1,1,"New","and you see the coyote the coyote bouncing on the on the …",NA,NA,NA,"5-1-1-New"
"4415",5,1,1,"New","the other one","yeah",NA,NA,"5-1-1-New"
"4416",5,1,1,"New","until he blows up the light","alright",NA,NA,"5-1-1-New"
"4417",5,1,1,"New","so then he pulls out like a match lights it",NA,"like",NA,"5-1-1-New"
"4418",5,1,1,"New","and you see like behind him is all like nitroglycerin",NA,NA,NA,"5-1-1-New"
"4419",5,1,1,"New","and ac acme TNT",NA,NA,NA,"5-1-1-New"
"4420",5,1,1,"New","and then he kind of has this worried face",NA,"kind of",NA,"5-1-1-New"
"4421",5,1,1,"New","and you cut to the top and you see cactuses",NA,NA,NA,"5-1-1-New"
"4422",5,1,1,"New","and all you he all of a sudden you hear BOOM",NA,NA,NA,"5-1-1-New"
"4423",5,1,1,"New","and like the cactuses turn from like cactuses into like the word YIPE",NA,"like, like, like",NA,"5-1-1-New"
"4424",5,1,1,"New","like Y-I-P-E exclamation point",NA,"like",NA,"5-1-1-New"
"4425",5,1,1,"New","and that’s pretty much it",NA,NA,NA,"5-1-1-New"
"4426",5,2,1,"Old","so this is a uh you got the coyote you got roadrunner",NA,NA,NA,"5-2-1-Old"
"4427",5,2,1,"Old","and they they sta you have the beginning",NA,NA,NA,"5-2-1-Old"
"4428",5,2,1,"Old","and like coyote is chasing after the roadrunner",NA,"like",NA,"5-2-1-Old"
"4429",5,2,1,"Old","with the whole circley arms thing going really fast",NA,NA,NA,"5-2-1-Old"
"4430",5,2,1,"Old","and then they kinda slow down",NA,"kinda",NA,"5-2-1-Old"
"4431",5,2,1,"Old","and get that slow motion stop still frame capture ?",NA,NA,"?","5-2-1-Old"
"4432",5,2,1,"Old","and they cut to the roadrunner",NA,NA,NA,"5-2-1-Old"
"4433",5,2,1,"Old","and th it says roadrunner and under him it has a latin saying",NA,NA,NA,"5-2-1-Old"
"4434",5,2,1,"Old","and it kinda says like uh accelerati incrediblis ?",NA,"kinda, like","?","5-2-1-Old"
"4435",5,2,1,"Old","and then cuts to the roadrunner and has cuts to the coyote",NA,NA,NA,"5-2-1-Old"
"4436",5,2,1,"Old","it has coyote under it",NA,NA,NA,"5-2-1-Old"
"4437",5,2,1,"Old","and then it has uh coyotecacus and then like vulgaris ?",NA,"like","?","5-2-1-Old"
"4438",5,2,1,"Old","and then they start speeding up slowly again",NA,NA,NA,"5-2-1-Old"
"4439",5,2,1,"Old","so you have the roadrunner speeding up",NA,NA,NA,"5-2-1-Old"
"4440",5,2,1,"Old","they start chasing after each other",NA,NA,NA,"5-2-1-Old"
"4441",5,2,1,"Old","and then they ha then they cut to both of them",NA,NA,NA,"5-2-1-Old"
"4442",5,2,1,"Old","where you have roadrunner right there",NA,NA,NA,"5-2-1-Old"
"4443",5,2,1,"Old","and you have coyote right behind him",NA,NA,NA,"5-2-1-Old"
"4444",5,2,1,"Old","he has like his arms up",NA,"like",NA,"5-2-1-Old"
"4445",5,2,1,"Old","he’s got the fork he’s got the knife",NA,NA,NA,"5-2-1-Old"
"4446",5,2,1,"Old","aand he’s got the napkin around nack neck ready to eat him",NA,NA,NA,"5-2-1-Old"
"4447",5,2,1,"Old","then all of a sudden roadrun runner kinda jumps up in the air a little bit",NA,NA,NA,"5-2-1-Old"
"4448",5,2,1,"Old","turns around goes MEEP MEEP jets off",NA,NA,NA,"5-2-1-Old"
"4449",5,2,1,"Old","and right as coyote like goes to stab him",NA,"like",NA,"5-2-1-Old"
"4450",5,2,1,"Old","so he comes down he hits the concrete",NA,NA,NA,"5-2-1-Old"
"4451",5,2,1,"Old","you got the knife stuck in concrete",NA,NA,NA,"5-2-1-Old"
"4452",5,2,1,"Old","you got the fork stuck in concrete",NA,NA,NA,"5-2-1-Old"
"4453",5,2,1,"Old","he kinda goes over and hits",NA,"kinda",NA,"5-2-1-Old"
"4454",5,2,1,"Old","and then kinda like kinda stuck there dumbfounded",NA,"kinda like, kinda",NA,"5-2-1-Old"
"4455",5,2,1,"Old","so then they cut to the next screen",NA,NA,NA,"5-2-1-Old"
"4456",5,2,1,"Old","and he’s setting up the rock",NA,NA,NA,"5-2-1-Old"
"4457",5,2,1,"Old","and you have the big boulder",NA,NA,NA,"5-2-1-Old"
"4458",5,2,1,"Old","like with the metal apparatus all connected around it",NA,"like",NA,"5-2-1-Old"
"4459",5,2,1,"Old","with a spring connected to a boxer’s glove",NA,NA,NA,"5-2-1-Old"
"4460",5,2,1,"Old","so he starts pushing the boxing glove in",NA,NA,NA,"5-2-1-Old"
"4461",5,2,1,"Old","locks it in place with a hook",NA,NA,NA,"5-2-1-Old"
"4462",5,2,1,"Old","and he’s standing behind a rock waiting for the roadrunner to come",NA,NA,NA,"5-2-1-Old"
"4463",5,2,1,"Old","so the roadrunner passes by",NA,NA,NA,"5-2-1-Old"
"4464",5,2,1,"Old","he releases the clip",NA,NA,NA,"5-2-1-Old"
"4465",5,2,1,"Old","and you see the rock push him back into the cliff and smoosh him",NA,NA,NA,"5-2-1-Old"
"4466",5,2,1,"Old","and then you got the boxing glove and it kind of like swirls around",NA,"kind of, like",NA,"5-2-1-Old"
"4467",5,2,1,"Old","and comes back and smacks him in the face too",NA,NA,NA,"5-2-1-Old"
"4468",5,2,1,"Old","so then it cuts to like the next frame",NA,"like",NA,"5-2-1-Old"
"4469",5,2,1,"Old","where you got like coyote looking over the blueprint",NA,"like",NA,"5-2-1-Old"
"4470",5,2,1,"Old","you remember those old blueprints right ?",NA,NA,"?","5-2-1-Old"
"4471",5,2,1,"Old","so you got cliff on one side cliff on the other side",NA,NA,NA,"5-2-1-Old"
"4472",5,2,1,"Old","hold tightrope back between two spikes",NA,NA,NA,"5-2-1-Old"
"4473",5,2,1,"Old","and he has like his whole plan listed out",NA,NA,NA,"5-2-1-Old"
"4474",5,2,1,"Old","like I’m gonna climb out on onto the rope",NA,"like",NA,"5-2-1-Old"
"4475",5,2,1,"Old","drop the anvil on the roadrunner’s head",NA,NA,NA,"5-2-1-Old"
"4476",5,2,1,"Old","and make a roadrunner burger",NA,NA,NA,"5-2-1-Old"
"4477",5,2,1,"Old","so then they cut to like the real trial of it",NA,"like",NA,"5-2-1-Old"
"4478",5,2,1,"Old","he walks out on the tightrope he’s got the anvil",NA,NA,NA,"5-2-1-Old"
"4479",5,2,1,"Old","and then all of a sudden",NA,NA,NA,"5-2-1-Old"
"4480",5,2,1,"Old","the tightrope kind of sags down all the way to the to the",NA,"kind of",NA,"5-2-1-Old"
"4481",5,2,1,"Old","to the road under it",NA,NA,NA,"5-2-1-Old"
"4482",5,2,1,"Old","so the roadrunner runs up",NA,NA,NA,"5-2-1-Old"
"4483",5,2,1,"Old","MEEP MEEPs at him jets back the other way",NA,NA,NA,"5-2-1-Old"
"4484",5,2,1,"Old","and coyote goes to run after him",NA,NA,NA,"5-2-1-Old"
"4485",5,2,1,"Old","and drops the anvil",NA,NA,NA,"5-2-1-Old"
"4486",5,2,1,"Old","and the rope kinda slingshots him into the air",NA,"kinda",NA,"5-2-1-Old"
"4487",5,2,1,"Old","while he’s on the air he points back to this back",NA,NA,NA,"5-2-1-Old"
"4488",5,2,1,"Old","he’s like I got a I got a parachute just in case",NA,"like",NA,"5-2-1-Old"
"4489",5,2,1,"Old","pulls a string",NA,NA,NA,"5-2-1-Old"
"4490",5,2,1,"Old","and all of a sudden all his camping supplies come out",NA,NA,NA,"5-2-1-Old"
"4491",5,2,1,"Old","you got like an axe you got forks knives you got plates",NA,NA,NA,"5-2-1-Old"
"4492",5,2,1,"Old","and then you kind of cut to like an above view while he’s waving",NA,"kind of, like",NA,"5-2-1-Old"
"4493",5,2,1,"Old","oh then he then he actually takes out aspirin",NA,NA,NA,"5-2-1-Old"
"4494",5,2,1,"Old","and relea releases it",NA,NA,NA,"5-2-1-Old"
"4495",5,2,1,"Old","grabs it out of the sky eats a few aspirins",NA,NA,NA,"5-2-1-Old"
"4496",5,2,1,"Old","starts waving to the audience",NA,NA,NA,"5-2-1-Old"
"4497",5,2,1,"Old","and then you see him falling down",NA,NA,NA,"5-2-1-Old"
"4498",5,2,1,"Old","and they cut to like the above overview ?",NA,"like","?","5-2-1-Old"
"4499",5,2,1,"Old","and then he kind of hits the ground and you see a puff of smoke",NA,"kind of",NA,"5-2-1-Old"
"4500",5,2,1,"Old","then after that one ? you see",NA,NA,"?","5-2-1-Old"
"4501",5,2,1,"Old","coyote chasing after the roadrunner",NA,NA,NA,"5-2-1-Old"
"4502",5,2,1,"Old","and they’re running into the old cactus mine",NA,NA,NA,"5-2-1-Old"
"4503",5,2,1,"Old","so you see them running in and it’s ff following coyote",NA,NA,NA,"5-2-1-Old"
"4504",5,2,1,"Old","he runs in and then it’s a little dark",NA,NA,NA,"5-2-1-Old"
"4505",5,2,1,"Old","so he runs back out grabs a helmet",NA,NA,NA,"5-2-1-Old"
"4506",5,2,1,"Old","and then roadrunner runs back out with a helmet on",NA,NA,NA,"5-2-1-Old"
"4507",5,2,1,"Old","MEEP MEEPs at him and they both take off",NA,NA,NA,"5-2-1-Old"
"4508",5,2,1,"Old","and then they cut to like a kind of like an ant farm view",NA,"like, kind of, like",NA,"5-2-1-Old"
"4509",5,2,1,"Old","of them running through the mine ?",NA,NA,"?","5-2-1-Old"
"4510",5,2,1,"Old","you have the green for the roadrunner and you got red for the coyote",NA,NA,NA,"5-2-1-Old"
"4511",5,2,1,"Old","and then they start running around the mine in that fashion",NA,NA,NA,"5-2-1-Old"
"4512",5,2,1,"Old","they start going in like a circle",NA,"like",NA,"5-2-1-Old"
"4513",5,2,1,"Old","up and down elevators",NA,NA,NA,"5-2-1-Old"
"4514",5,2,1,"Old","up and down ladders",NA,NA,NA,"5-2-1-Old"
"4515",5,2,1,"Old","and then like you kind you kind of see roadrunner move off to the side",NA,"like, kind of",NA,"5-2-1-Old"
"4516",5,2,1,"Old","and you see coyote’s keep on going in circle trying to chase him",NA,NA,NA,"5-2-1-Old"
"4517",5,2,1,"Old","then lets out a MEEP MEEP",NA,NA,NA,"5-2-1-Old"
"4518",5,2,1,"Old","and then coyote starts chasing after him again",NA,NA,NA,"5-2-1-Old"
"4519",5,2,1,"Old","and they’re going down a zigzag",NA,NA,NA,"5-2-1-Old"
"4520",5,2,1,"Old","aand they go up and down the zigzag",NA,NA,NA,"5-2-1-Old"
"4521",5,2,1,"Old","and they come to a split where one goes straight and one goes up",NA,NA,NA,"5-2-1-Old"
"4522",5,2,1,"Old","so roadrunner goes up",NA,NA,NA,"5-2-1-Old"
"4523",5,2,1,"Old","and coyote just kk just kinda keeps bouncing up and down",NA,"just, kinda",NA,"5-2-1-Old"
"4524",5,2,1,"Old","till his uh headlight breaks and goes out",NA,NA,NA,"5-2-1-Old"
